id,carat,cut,color,clarity,depth,table,x,y,z,price
354,0.32,Premium,H,VVS1,61.4,58.0,4.41,4.38,2.7,936
355,0.97,Premium,F,SI2,58.9,58.0,6.51,6.47,3.82,4020
356,0.68,Premium,E,SI1,62.0,59.0,5.67,5.65,3.51,2224
357,0.33,Ideal,G,VVS2,61.7,56.0,4.42,4.46,2.74,752
358,0.64,Ideal,F,VVS2,61.0,56.0,5.55,5.59,3.4,3336
359,0.81,Very Good,E,SI1,63.8,58.0,5.85,5.97,3.77,2972
360,0.23,Ideal,G,VS1,61.9,54.0,3.93,3.95,2.44,404
361,1.02,Good,F,VS2,63.3,59.0,6.37,6.4,4.04,6479
362,1.03,Premium,G,SI2,63.0,60.0,6.39,6.35,4.01,3824
363,0.4,Ideal,E,VS1,62.1,55.0,4.75,4.79,2.96,898
364,1.19,Very Good,H,VS1,62.4,59.0,6.73,6.79,4.22,7147
365,0.42,Premium,G,VS1,60.8,59.0,4.79,4.85,2.93,921
366,0.59,Premium,H,SI1,62.4,58.0,5.42,5.35,3.36,1265
367,2.01,Very Good,E,SI2,60.6,59.0,8.11,8.25,4.96,17118
368,0.71,Premium,H,SI2,61.7,59.0,5.76,5.72,3.54,1567
369,0.5,Good,E,SI1,58.5,59.0,5.2,5.23,3.05,1331
370,0.91,Good,F,SI2,63.8,59.0,6.04,6.09,3.87,3539
371,0.56,Good,E,VS1,59.8,61.0,5.35,5.36,3.2,1951
372,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,1333
373,0.4,Very Good,E,SI1,59.8,61.0,4.76,4.81,2.86,684
374,0.7,Good,H,VVS2,64.3,60.0,5.59,5.55,3.58,2355
375,0.71,Very Good,J,SI2,61.1,58.0,5.67,5.76,3.49,1764
376,0.53,Very Good,E,SI1,63.3,56.0,5.13,5.17,3.26,1326
377,0.51,Ideal,G,VVS2,62.2,56.0,5.09,5.13,3.18,1827
378,0.51,Very Good,F,SI2,62.3,55.0,5.13,5.15,3.2,1243
379,0.52,Premium,E,VVS2,60.1,58.0,5.23,5.18,3.13,2970
380,0.32,Ideal,G,SI1,62.5,55.0,4.38,4.35,2.73,612
381,0.9,Very Good,F,SI1,62.8,56.0,6.11,6.15,3.85,3842
382,1.59,Premium,F,SI2,60.3,59.0,7.6,7.55,4.57,9972
383,1.22,Ideal,I,VS2,62.5,57.0,6.83,6.9,4.29,5960
384,1.13,Premium,D,SI2,58.3,60.0,6.83,6.78,3.97,3883
385,0.5,Very Good,F,VS2,63.0,57.0,5.02,5.1,3.19,1272
386,1.41,Ideal,H,SI2,62.7,56.0,7.11,7.17,4.48,7324
387,1.22,Ideal,I,SI1,62.5,56.0,6.82,6.79,4.25,5124
388,0.3,Ideal,E,VVS2,62.4,54.0,4.31,4.34,2.7,742
389,0.57,Ideal,F,VVS2,62.0,55.0,5.3,5.31,3.29,2339
390,0.95,Very Good,J,SI1,63.4,55.0,6.25,6.21,3.95,3154
391,0.53,Ideal,D,SI1,62.0,55.0,5.22,5.24,3.24,1631
392,1.34,Ideal,H,VVS1,62.1,56.0,7.05,7.11,4.4,10255
393,1.04,Very Good,F,SI2,62.4,54.0,6.46,6.53,4.05,4364
394,0.31,Premium,H,VS1,59.9,59.0,4.38,4.4,2.63,544
395,1.13,Fair,F,VS1,64.5,55.0,6.62,6.56,4.25,7335
396,0.9,Very Good,E,SI2,61.6,59.0,6.18,6.26,3.83,3924
397,0.54,Premium,G,SI1,61.1,57.0,5.27,5.21,3.2,1241
398,1.54,Ideal,I,VS2,60.7,56.0,7.51,7.46,4.54,7848
399,0.9,Very Good,H,SI1,63.2,61.0,6.12,6.03,3.84,3242
400,0.91,Premium,H,VS1,61.0,59.0,6.25,6.18,3.79,4670
401,2.01,Premium,J,SI2,60.8,58.0,8.19,8.13,4.96,12048
402,0.3,Premium,D,VS2,60.5,58.0,4.38,4.35,2.64,911
403,0.62,Good,G,VS1,62.5,60.8,5.37,5.47,3.39,1893
404,0.96,Very Good,E,SI2,62.6,60.0,6.26,6.32,3.94,4186
405,1.0,Very Good,D,SI2,60.5,60.0,6.41,6.44,3.89,5227
406,0.72,Ideal,D,SI2,60.5,57.0,5.82,5.89,3.54,3176
407,0.63,Premium,E,VS1,61.8,60.0,5.51,5.49,3.4,2064
408,0.32,Ideal,D,VS2,62.2,55.0,4.41,4.37,2.73,972
409,0.39,Ideal,F,VVS2,62.1,55.0,4.7,4.74,2.93,988
410,0.71,Good,I,VS1,63.6,56.0,5.7,5.65,3.61,2327
411,0.32,Ideal,D,VVS2,62.2,56.0,4.37,4.41,2.73,790
412,0.71,Good,I,SI1,62.6,63.0,5.54,5.61,3.49,1788
413,0.29,Very Good,F,VS1,59.1,60.0,4.33,4.36,2.57,504
414,0.51,Premium,G,VVS2,61.7,58.0,5.14,5.11,3.16,1974
415,0.61,Very Good,G,VS1,62.7,57.0,5.36,5.43,3.38,2082
416,0.31,Ideal,E,IF,61.9,56.0,4.37,4.35,2.7,1133
417,0.24,Ideal,H,VVS1,62.4,56.0,3.99,4.03,2.5,449
418,0.32,Good,H,SI1,63.7,55.0,4.3,4.33,2.75,461
419,0.51,Very Good,G,VS1,59.6,58.0,5.21,5.22,3.11,1741
420,0.76,Premium,E,SI1,61.8,58.0,5.82,5.86,3.61,2789
421,0.31,Ideal,D,SI1,61.1,56.0,4.38,4.36,2.67,732
422,0.31,Ideal,D,SI1,62.3,56.0,4.32,4.35,2.7,548
423,1.01,Premium,D,SI2,61.7,59.0,6.41,6.37,3.94,4072
424,0.37,Very Good,E,VS2,63.0,58.0,4.53,4.58,2.87,811
425,0.9,Very Good,E,SI2,58.7,63.0,6.23,6.2,3.65,2930
426,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,452
427,1.07,Ideal,D,VVS2,61.3,58.0,6.55,6.64,4.04,10266
428,0.41,Premium,E,VVS1,60.7,58.0,4.86,4.8,2.93,1431
429,0.46,Ideal,G,IF,62.1,56.0,4.96,4.93,3.07,1733
430,0.43,Very Good,H,VS2,63.4,55.0,4.82,4.86,3.07,994
431,0.9,Good,H,SI1,63.1,63.0,6.04,6.1,3.83,3484
432,0.92,Good,D,SI2,57.8,63.0,6.4,6.36,3.69,3277
433,0.9,Good,I,VS1,62.8,57.0,6.07,6.16,3.84,3398
434,0.52,Ideal,F,VVS2,60.6,56.0,5.22,5.24,3.17,2137
435,0.4,Premium,E,VS2,60.7,60.0,4.7,4.75,2.87,912
436,1.53,Ideal,D,VS2,62.7,54.0,7.35,7.39,4.62,17223
437,0.36,Ideal,E,VS2,61.9,56.0,4.56,4.59,2.83,789
438,0.32,Very Good,H,VS2,62.8,55.0,4.38,4.41,2.76,505
439,0.6,Ideal,E,VS2,60.6,56.0,5.47,5.52,3.33,2141
440,0.55,Premium,E,VS2,59.7,57.0,5.39,5.36,3.21,2112
441,0.39,Ideal,E,VVS2,61.9,55.0,4.7,4.73,2.92,1034
442,1.33,Ideal,I,VVS2,62.2,56.0,7.01,7.04,4.37,7887
443,1.94,Premium,F,SI1,62.6,58.0,7.91,7.87,4.94,18735
444,0.63,Very Good,D,SI1,62.8,57.0,5.4,5.46,3.41,1885
445,0.51,Very Good,E,VS2,59.5,63.0,5.22,5.17,3.09,1671
446,1.23,Ideal,I,SI1,61.1,58.0,6.86,6.91,4.21,6183
447,1.01,Very Good,G,VS1,60.7,63.0,6.38,6.4,3.88,6239
448,0.41,Ideal,G,IF,62.4,54.0,4.74,4.78,2.97,1367
449,1.0,Fair,G,VS1,64.4,56.0,6.31,6.26,4.05,5908
450,0.31,Ideal,H,VS1,62.4,55.0,4.33,4.36,2.71,544
451,0.36,Ideal,F,IF,61.4,56.0,4.57,4.61,2.82,1063
452,1.05,Ideal,D,SI2,61.9,56.0,6.5,6.53,4.03,5110
453,1.01,Very Good,F,SI2,63.4,54.0,6.42,6.39,4.06,4270
454,0.52,Ideal,H,VS2,61.7,55.0,5.2,5.23,3.22,1689
455,1.17,Ideal,J,SI1,62.3,55.0,6.74,6.77,4.21,4883
456,0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,684
457,0.29,Very Good,H,VS1,62.2,56.0,4.24,4.27,2.64,444
458,0.31,Premium,H,VVS1,61.9,58.0,4.34,4.32,2.68,907
459,0.7,Very Good,E,VVS2,61.7,57.0,5.68,5.71,3.51,4240
460,1.05,Ideal,F,IF,61.7,56.0,6.48,6.56,4.02,13060
461,0.79,Very Good,I,SI1,63.3,57.0,5.86,5.83,3.7,2095
462,0.32,Premium,I,VVS1,63.0,58.0,4.38,4.32,2.74,756
463,0.57,Ideal,E,VS2,62.2,55.0,5.3,5.34,3.31,1698
464,0.71,Ideal,F,VS1,61.7,55.0,5.73,5.77,3.55,3041
465,1.02,Very Good,H,VS2,60.0,63.0,6.54,6.49,3.91,4604
466,0.9,Very Good,E,VS2,62.7,56.0,6.13,6.21,3.87,4858
467,1.01,Premium,E,SI1,63.0,61.0,6.42,6.37,4.03,5077
468,0.62,Ideal,I,VVS2,62.6,57.0,5.47,5.5,3.44,1615
469,1.07,Ideal,F,SI2,61.5,57.0,6.57,6.6,4.05,4678
470,0.9,Very Good,H,VS2,62.8,58.0,6.13,6.17,3.86,3878
471,0.31,Ideal,G,VVS1,61.5,55.0,4.39,4.42,2.71,789
472,1.52,Very Good,F,SI2,63.1,60.0,7.25,7.21,4.56,7320
473,0.58,Ideal,G,SI2,62.2,55.0,5.4,5.36,3.35,1343
474,1.12,Premium,G,VVS1,60.9,57.0,6.72,6.67,4.08,8561
475,0.3,Ideal,F,VS1,61.9,56.0,4.3,4.32,2.67,612
476,0.75,Premium,D,SI2,60.3,61.0,5.88,5.86,3.54,2307
477,0.3,Ideal,J,VS1,59.7,57.0,4.37,4.4,2.62,394
478,1.51,Ideal,J,SI1,62.6,54.0,7.26,7.35,4.57,8888
479,0.37,Ideal,D,VVS2,62.4,56.0,4.56,4.64,2.87,857
480,0.95,Very Good,G,VS1,61.7,58.0,6.26,6.34,3.89,5111
481,0.37,Ideal,G,VS2,62.2,57.0,4.59,4.64,2.87,649
482,0.31,Very Good,G,SI1,58.8,62.0,4.39,4.42,2.59,462
483,0.25,Very Good,F,VVS2,59.0,58.0,4.1,4.14,2.43,575
484,1.0,Premium,E,SI2,62.0,59.0,6.43,6.3,3.95,4077
485,0.3,Premium,E,SI1,60.6,56.0,4.37,4.35,2.64,675
486,1.06,Very Good,E,VS1,63.0,58.0,6.46,6.49,4.08,7900
487,0.51,Very Good,E,SI1,60.3,63.0,5.13,5.06,3.07,1340
488,0.55,Very Good,G,IF,60.2,60.0,5.29,5.38,3.21,2314
489,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,9521
490,0.4,Ideal,D,VS2,62.3,57.0,4.72,4.75,2.95,982
491,0.31,Premium,E,VVS2,61.3,60.0,4.33,4.35,2.66,816
492,1.04,Ideal,F,VVS2,61.2,57.0,6.53,6.5,3.99,9169
493,0.59,Premium,I,VVS1,62.8,58.0,5.34,5.3,3.34,1837
494,0.9,Fair,F,VS1,65.7,59.0,5.96,5.92,3.9,3750
495,0.59,Ideal,G,IF,62.5,57.0,5.34,5.38,3.35,2611
496,0.93,Ideal,H,VS1,61.8,57.0,6.23,6.27,3.86,5171
497,1.03,Ideal,D,SI2,61.8,54.0,6.52,6.46,4.01,5105
498,1.54,Ideal,I,VS2,60.2,59.0,7.52,7.57,4.54,9600
499,2.51,Premium,J,VS2,62.2,58.0,8.73,8.67,5.41,18020
500,0.48,Premium,H,SI2,58.5,59.0,5.16,5.13,3.01,972
501,0.9,Fair,I,VS1,65.2,60.0,6.0,5.96,3.9,3387
502,1.24,Premium,F,SI2,62.2,58.0,6.86,6.8,4.25,5741
503,0.41,Premium,E,VVS1,60.0,61.0,4.86,4.78,2.89,1130
504,0.53,Ideal,I,VS2,60.3,60.0,5.25,5.22,3.16,1279
505,0.78,Premium,D,SI1,60.4,57.0,6.02,5.97,3.62,3019
506,1.02,Good,E,I1,63.1,60.0,6.31,6.4,4.01,3051
507,0.54,Good,D,VS2,60.9,60.0,5.28,5.36,3.24,1644
508,0.42,Ideal,G,IF,62.4,57.0,4.79,4.82,3.0,1394
509,0.71,Premium,E,SI1,61.1,57.0,5.73,5.69,3.49,2629
510,1.2,Premium,F,VS2,62.1,54.0,6.77,6.73,4.19,8796
511,1.11,Ideal,H,SI2,62.0,54.0,6.61,6.64,4.11,4578
512,0.39,Very Good,G,VS1,62.4,57.0,4.62,4.68,2.9,855
513,0.5,Premium,E,VS2,59.3,62.0,5.25,5.18,3.09,1684
514,0.3,Good,G,VS1,63.4,58.0,4.23,4.25,2.69,605
515,0.76,Premium,I,VS1,59.3,62.0,5.93,5.85,3.49,2753
516,1.22,Premium,F,VVS1,61.9,58.0,6.81,6.85,4.23,11723
517,0.51,Premium,F,SI2,58.9,60.0,5.24,5.19,3.07,1195
518,1.89,Ideal,J,VS1,62.0,56.0,7.93,7.98,4.93,12674
519,0.38,Premium,G,VS1,61.0,58.0,4.71,4.67,2.86,1069
520,0.3,Ideal,G,VS1,61.8,54.0,4.29,4.32,2.66,605
521,1.08,Premium,H,VS2,62.9,55.0,6.59,6.54,4.13,5775
522,2.05,Premium,J,VS1,62.5,60.0,8.14,8.09,5.07,15109
523,0.41,Ideal,J,VS1,61.3,57.0,4.81,4.84,2.96,648
524,0.32,Premium,H,VVS1,61.4,58.0,4.38,4.41,2.7,730
525,1.51,Very Good,G,VS2,58.9,60.0,7.47,7.55,4.42,12756
526,1.0,Premium,D,SI2,59.5,62.0,6.52,6.49,3.87,4626
527,1.14,Ideal,F,I1,61.7,57.0,6.67,6.7,4.13,3755
528,2.33,Very Good,I,SI1,60.7,56.0,8.55,8.61,5.21,18119
529,1.24,Ideal,I,SI1,62.4,57.0,6.89,6.87,4.29,5976
530,1.0,Premium,G,SI1,60.2,59.0,6.5,6.39,3.88,4427
531,0.38,Ideal,F,IF,61.0,56.0,4.68,4.7,2.86,1193
532,1.0,Premium,G,VS2,63.0,58.0,6.4,6.33,4.01,6048
533,0.31,Premium,G,VS2,61.5,60.0,4.34,4.31,2.66,698
534,1.5,Very Good,D,SI2,59.8,63.0,7.44,7.38,4.43,9959
535,1.01,Premium,F,VS2,61.4,57.0,6.51,6.45,3.98,6923
536,2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25,17294
537,0.42,Ideal,I,VS2,61.0,54.0,4.84,4.87,2.96,807
538,1.14,Premium,G,VS2,60.9,57.0,6.79,6.73,4.12,7079
539,2.07,Very Good,I,SI2,63.1,57.0,8.2,8.1,5.14,15245
540,0.31,Ideal,F,VS2,62.6,55.0,4.33,4.29,2.7,802
541,1.03,Ideal,H,SI1,62.0,57.0,6.53,6.47,4.03,5063
542,0.41,Ideal,D,SI1,62.3,55.0,4.79,4.77,2.98,1015
543,0.41,Ideal,F,VVS1,62.3,55.0,4.74,4.79,2.97,1295
544,1.13,Ideal,F,VS2,61.8,54.0,6.72,6.73,4.15,7756
545,1.54,Good,E,SI1,63.8,57.0,7.31,7.34,4.67,12779
546,0.41,Premium,G,VS2,61.5,58.0,4.82,4.8,2.96,1061
547,1.0,Very Good,E,SI1,63.1,58.0,6.34,6.2,3.95,4435
548,0.8,Very Good,H,VS1,60.9,57.0,5.98,6.02,3.65,3273
549,0.42,Very Good,H,SI1,59.5,57.0,4.78,5.11,2.94,700
550,1.5,Premium,I,SI1,62.3,57.0,7.28,7.22,4.52,7955
551,0.3,Very Good,D,VS2,62.0,59.0,4.22,4.27,2.63,710
552,1.08,Premium,G,VS1,62.0,60.0,6.55,6.51,4.05,6689
553,1.12,Very Good,F,SI1,62.9,57.0,6.6,6.62,4.16,6262
554,0.29,Very Good,E,VVS2,61.4,58.0,4.25,4.31,2.63,633
555,1.03,Premium,D,VS1,59.6,61.0,6.62,6.57,3.93,6974
556,0.73,Very Good,D,SI1,60.8,59.0,5.8,5.85,3.54,3014
557,0.41,Ideal,H,SI2,60.8,57.0,4.84,4.8,2.93,787
558,1.04,Premium,I,VS1,61.6,56.0,6.59,6.52,4.04,4892
559,0.32,Premium,G,VS1,61.2,62.0,4.45,4.41,2.71,773
560,1.01,Ideal,G,SI2,61.6,54.0,6.4,6.45,3.96,4560
561,1.07,Very Good,F,VS1,62.0,58.0,6.57,6.59,4.08,7118
562,0.5,Very Good,D,SI1,62.8,61.0,5.04,5.08,3.18,1395
563,0.74,Ideal,J,VS1,61.7,57.0,5.79,5.84,3.59,2468
564,0.7,Very Good,G,VVS2,59.3,62.0,5.78,5.82,3.44,2905
565,0.72,Very Good,E,VS2,60.0,57.0,5.81,5.86,3.5,3550
566,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,13122
567,0.31,Ideal,F,VVS1,61.9,55.0,4.42,4.37,2.72,1028
568,0.8,Fair,E,I1,65.5,54.0,5.84,5.68,3.78,1232
569,0.51,Ideal,F,VVS2,62.6,57.0,5.13,5.1,3.2,2203
570,0.82,Premium,I,VS2,62.2,59.0,5.97,6.03,3.73,2692
571,0.36,Premium,F,VS2,60.5,59.0,4.61,4.64,2.8,726
572,0.3,Premium,H,VS2,63.0,59.0,4.29,4.25,2.69,608
573,0.57,Premium,D,SI2,61.3,59.0,5.32,5.28,3.25,1012
574,0.41,Ideal,H,VVS1,62.7,54.0,4.79,4.78,3.0,1115
575,0.92,Premium,F,SI2,58.9,59.0,6.38,6.35,3.75,3282
576,0.71,Ideal,F,VS2,62.8,56.0,5.66,5.61,3.54,2686
577,0.55,Very Good,E,VVS2,60.4,56.0,5.36,5.38,3.24,2399
578,0.34,Ideal,F,VS2,62.1,55.0,4.51,4.47,2.79,880
579,1.03,Ideal,G,VS1,62.2,59.0,6.48,6.42,4.01,7211
580,0.9,Good,F,VS2,65.0,58.0,6.03,6.06,3.93,4268
581,0.42,Very Good,E,SI1,60.0,61.0,4.85,4.88,2.92,743
582,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,1741
583,0.62,Good,J,SI1,59.9,65.0,5.58,5.5,3.32,1116
584,2.0,Premium,H,SI1,59.8,60.0,8.04,8.01,4.8,13986
585,0.38,Very Good,H,VVS1,63.3,58.0,4.62,4.57,2.91,1033
586,0.33,Ideal,G,VS2,62.2,56.0,4.43,4.44,2.76,579
587,1.22,Very Good,J,VS1,59.0,63.0,7.05,7.02,4.15,5056
588,1.14,Very Good,I,SI1,62.6,55.0,6.66,6.72,4.19,4840
589,0.58,Ideal,G,VS2,60.0,56.0,5.45,5.48,3.28,1761
590,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,3034
591,1.19,Premium,H,SI1,62.7,56.0,6.76,6.7,4.22,5802
592,0.31,Ideal,E,VS2,61.8,55.0,4.35,4.33,2.68,872
593,1.5,Very Good,G,VS2,60.5,57.0,7.39,7.43,4.48,12014
594,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1090
595,0.57,Fair,E,VVS1,58.7,66.0,5.34,5.43,3.16,2805
596,0.59,Ideal,G,VS1,61.3,55.0,5.42,5.44,3.33,2129
597,0.7,Ideal,F,VS2,61.8,54.0,5.68,5.71,3.52,2671
598,2.03,Ideal,F,SI2,61.4,58.0,8.12,8.16,5.0,18535
599,0.9,Premium,F,SI1,62.8,59.0,6.16,6.13,3.86,3992
600,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5090
601,0.81,Premium,E,VS2,61.5,58.0,5.99,5.94,3.97,3674
602,0.52,Ideal,F,SI1,62.0,53.0,5.16,5.2,3.21,1223
603,0.4,Ideal,G,VS1,62.8,56.0,4.7,4.67,2.94,1125
604,0.97,Ideal,H,SI2,60.7,55.0,6.47,6.41,3.91,3729
605,0.43,Ideal,E,VVS2,61.7,55.0,4.86,4.87,3.0,1426
606,0.41,Ideal,G,VVS1,61.5,57.0,4.79,4.82,2.95,1123
607,1.12,Premium,E,SI2,61.1,58.0,6.73,6.69,4.1,5620
608,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,2893
609,0.7,Very Good,E,SI2,61.5,60.0,5.65,5.7,3.49,2263
610,2.04,Very Good,J,VS2,59.9,59.0,8.25,8.32,4.96,12095
611,1.01,Premium,D,SI1,62.0,60.0,6.4,6.37,3.96,6176
612,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1397
613,0.41,Ideal,G,VS2,59.8,57.0,4.81,4.85,2.89,827
614,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,11971
615,1.01,Premium,H,VS2,62.9,60.0,6.33,6.22,3.95,4559
616,0.3,Premium,I,VVS1,61.1,59.0,4.33,4.31,2.64,709
617,1.51,Premium,G,SI1,62.0,58.0,7.31,7.26,4.52,10020
618,0.23,Very Good,E,VVS2,63.0,58.0,3.92,3.95,2.48,498
619,0.9,Good,F,VS2,62.8,58.0,6.04,6.09,3.81,4778
620,0.27,Very Good,F,VS2,58.7,58.0,4.25,4.3,2.51,470
621,2.03,Ideal,H,SI1,60.8,57.0,8.18,8.24,4.99,17864
622,1.02,Premium,G,IF,61.8,59.0,6.41,6.46,3.98,8489
623,0.3,Premium,D,SI1,62.1,59.0,4.31,4.29,2.67,662
624,1.07,Ideal,F,VS2,62.4,55.0,6.53,6.57,4.09,7483
625,0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,730
626,1.01,Ideal,E,SI1,60.8,56.0,6.48,6.51,3.95,5534
627,0.8,Premium,J,SI1,58.4,59.0,6.12,6.04,3.55,2016
628,0.9,Very Good,J,VVS1,60.4,60.0,6.23,6.28,3.78,3746
629,0.36,Premium,G,SI1,62.0,59.0,4.56,4.53,2.82,689
630,1.21,Ideal,H,VS2,62.8,55.0,6.79,6.74,4.25,5882
631,0.4,Ideal,J,VS1,60.4,56.0,4.77,4.8,2.89,641
632,0.9,Good,E,SI2,63.4,62.0,6.0,6.02,3.81,3139
633,0.7,Good,D,SI1,62.6,62.0,5.61,5.64,3.52,2546
634,0.65,Ideal,H,SI1,61.5,55.0,5.59,5.63,3.45,1908
635,1.04,Ideal,G,VS1,61.1,56.0,6.58,6.55,4.01,6632
636,0.9,Ideal,H,SI1,62.5,56.0,6.14,6.18,3.85,4492
637,0.6,Ideal,F,VVS2,62.3,56.0,5.37,5.41,3.36,2652
638,1.17,Ideal,G,VS2,62.0,56.0,6.71,6.74,4.17,7413
639,0.58,Ideal,G,VS1,62.2,55.0,5.32,5.35,3.32,1899
640,0.32,Ideal,E,VS2,62.7,55.0,4.36,4.38,2.74,702
641,0.63,Ideal,G,SI1,61.7,54.0,5.52,5.56,3.42,1628
642,0.51,Premium,G,VVS1,61.6,59.0,5.12,5.08,3.14,1971
643,0.86,Very Good,J,SI2,63.2,61.0,6.05,5.97,3.79,1950
644,0.42,Ideal,E,VS2,62.2,55.0,4.79,4.83,2.99,958
645,1.01,Good,D,VS1,62.2,62.0,6.29,6.41,3.95,7303
646,0.5,Good,I,VS2,60.4,64.0,5.12,5.08,3.08,1047
647,1.0,Good,F,SI1,63.8,57.0,6.21,6.29,3.99,4844
648,0.41,Ideal,G,VS2,60.7,56.0,4.77,4.82,2.91,801
649,0.27,Very Good,E,VVS2,61.9,58.0,4.1,4.14,2.55,575
650,0.28,Ideal,F,VVS2,62.6,55.0,4.2,4.23,2.64,787
651,1.53,Premium,J,VVS1,61.6,58.0,7.37,7.4,4.55,9155
652,0.7,Premium,F,SI1,60.8,56.0,5.72,5.66,3.46,2394
653,0.37,Premium,G,IF,59.8,58.0,4.71,4.69,2.81,1064
654,0.58,Ideal,H,SI1,61.8,56.0,5.36,5.38,3.32,1421
655,0.41,Ideal,G,SI1,61.9,54.0,4.77,4.82,2.97,759
656,1.08,Premium,H,I1,61.7,59.0,6.54,6.59,4.05,3118
657,0.55,Ideal,F,VS1,60.5,57.0,5.3,5.34,3.22,2119
658,1.23,Premium,F,VS2,59.6,58.0,6.94,7.02,4.16,8855
659,0.3,Ideal,D,SI2,61.1,55.0,4.35,4.32,2.65,574
660,0.47,Ideal,I,VVS1,61.0,56.0,5.02,5.04,3.07,1050
661,1.01,Ideal,G,SI2,61.5,57.0,6.42,6.46,3.96,3739
662,0.31,Premium,G,VVS1,61.2,59.0,4.34,4.32,2.65,1046
663,0.56,Premium,H,VS1,59.8,62.0,5.36,5.31,3.19,1653
664,0.5,Ideal,D,VS2,62.0,56.0,5.1,5.13,3.17,1628
665,2.06,Premium,I,SI2,62.2,60.0,8.14,8.1,5.05,11190
666,0.7,Premium,E,VS1,62.9,61.0,5.65,5.57,3.53,3175
667,0.56,Good,E,SI2,63.5,57.0,5.21,5.24,3.32,1172
668,1.52,Very Good,D,SI2,60.9,59.0,7.35,7.4,4.49,9343
669,1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,5654
670,0.41,Premium,F,VVS2,60.3,58.0,4.83,4.79,2.9,1192
671,0.41,Very Good,I,SI1,63.3,60.0,4.71,4.64,2.96,680
672,0.5,Very Good,D,VS1,62.3,57.0,5.04,5.07,3.15,1847
673,0.41,Premium,D,VS2,62.4,60.0,4.75,4.71,2.95,1076
674,0.3,Ideal,F,IF,62.3,57.0,4.25,4.29,2.66,886
675,0.32,Ideal,H,VVS1,61.3,56.0,4.41,4.43,2.71,708
676,1.01,Fair,F,VS1,64.5,59.0,6.27,6.19,4.02,6391
677,0.9,Fair,F,SI1,66.0,57.0,6.06,6.0,3.98,3160
678,0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,1245
679,0.38,Ideal,G,VVS2,61.0,56.0,4.67,4.71,2.86,943
680,0.4,Ideal,E,SI1,61.2,57.0,4.74,4.7,2.89,945
681,1.51,Premium,G,SI1,62.3,59.0,7.29,7.21,4.52,7577
682,0.53,Ideal,F,SI2,60.3,56.0,5.25,5.3,3.18,1335
683,1.01,Very Good,F,VVS2,61.8,58.0,6.44,6.48,3.99,8922
684,1.15,Very Good,G,VS2,60.1,60.0,6.75,6.8,4.08,7175
685,1.06,Ideal,I,SI1,61.2,56.0,6.6,6.57,4.03,4749
686,0.55,Ideal,F,SI1,61.0,58.0,5.25,5.28,3.21,1368
687,0.32,Premium,E,VVS2,61.5,58.0,4.42,4.36,2.7,1080
688,0.5,Ideal,E,VS2,61.6,55.0,5.14,5.09,3.15,1746
689,0.33,Good,G,VS1,63.1,57.0,4.38,4.4,2.77,666
690,1.13,Ideal,G,VVS2,61.5,57.0,6.67,6.71,4.12,8889
691,0.31,Ideal,D,SI1,61.9,57.0,4.33,4.36,2.69,571
692,0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,694
693,0.74,Premium,E,VS1,61.1,58.0,5.81,5.84,3.56,3462
694,0.3,Good,H,VS1,63.2,58.0,4.22,4.26,2.68,491
695,0.31,Premium,I,SI1,59.6,58.0,4.39,4.44,2.63,418
696,0.39,Very Good,H,SI2,60.4,60.0,4.74,4.8,2.88,588
697,1.0,Premium,H,SI1,59.0,60.0,6.52,6.56,3.86,4389
698,0.32,Ideal,E,SI2,61.0,56.0,4.42,4.44,2.7,427
699,0.37,Premium,F,VS2,59.7,59.0,4.68,4.64,2.78,957
700,1.01,Good,G,VS1,63.8,57.0,6.35,6.38,4.06,6759
701,1.05,Ideal,H,SI1,62.4,57.0,6.49,6.52,4.06,5128
702,0.7,Ideal,E,SI2,61.9,57.0,5.66,5.69,3.51,2398
703,2.0,Very Good,E,SI2,62.9,56.0,7.94,8.0,5.01,16064
704,1.09,Premium,E,SI2,60.9,59.0,6.75,6.61,4.07,5127
705,0.73,Ideal,F,VVS1,61.9,56.0,5.75,5.79,3.57,5154
706,0.5,Premium,E,VS2,60.5,60.0,5.09,5.13,3.09,1581
707,0.7,Good,G,VS1,65.1,58.0,5.56,5.59,3.63,2803
